,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff,results
302,GEL,-9.29%,February18,1,Basic Materials,2300000000.0,-0.008672552458717422,6.94848222337896e-05,0.02489870979661646,0.017694049811931716,-0.014694259675366084,5-Strong Sell ,HOLD,,D,"Genesis Energy, L.P.",Oil & Gas Pipelines,USA,,18.05,133933.0,Tomorrow Before Market EPS,42.2,198.22,-21.2,-235.8,36.65,1.5,40.61,,0.9,,-6.8,1.3,2.79,11.91,Feb 19/b,25.7,2.79,8.0,-1.0,1.1,-0.4,-1.6,2.9,682170.0,107440000.0,4.79,0.2,28.37,87.6,-0.93,124440000.0,7.55,-8.29,-14.33,-0.22,4.0,-9.81,-13.61,2.6,0.55,2.69,2.79,-24.88,2.53,0.58,1.29,-0.27,38.39,-4.8,-13.86,-9.34,-1.95,-9.29,0
303,GLDD,6.40%,February18,1,Industrial Goods,657680000.0,-0.008632356670984467,0.0031649420297981123,0.10741053355795883,0.12710949314706255,0.11902991063486427,1-Strong Buy ,BUY,,B,Great Lakes Dredge & Dock Corporation,Heavy Construction,USA,12.93,9.93,113815.0,Tomorrow Before Market EPS,-13.0,8.28,-12.5,134.9,11.93,2.47,3.64,4.0,0.99,,-3.2,1.4,0.0,,Feb 19/b,22.7,1.23,14.7,3.9,1.2,3.1,10.6,8.6,309290.0,62410000.0,3.17,1.3,1.23,92.2,1.15,64860000.0,6.39,0.1,-11.75,2.53,-3.8,-10.5,39.48,2.0,1.04,2.76,2.43,-16.97,36.59,0.29,0.62,-0.2,26.23,-8.14,-7.38,-11.49,-1.88,6.4,1
304,GPC,2.42%,February18,1,Services,14090000000.0,0.5580517674679868,0.13319031466016895,0.0841465944349693,0.06503438821187046,0.047911307745059334,3-Hold ,HOLD,,D,Genuine Parts Company,Auto Parts Stores,USA,17.71,96.01,273266.0,Tomorrow Before Market EPS,4.6,4.48,4.6,21.8,16.35,3.86,31.22,67.73,0.73,3.85,5.9,1.3,0.94,3.16,Feb 19/b,32.5,0.77,5.7,4.1,0.7,5.7,22.3,12.8,628610.0,141090000.0,2.47,0.5,-0.14,79.5,-1.26,146030000.0,5.55,8.58,-2.85,-7.55,1.14,-9.19,-8.72,2.8,1.2,1.76,1.26,-16.64,10.04,1.8,0.9,-0.13,41.63,-1.16,-3.52,-5.05,-0.33,2.42,1
305,GRMN,7.45%,February18,1,Technology,18690000000.0,0.14366906813458108,0.013988338247924859,0.12730670893397472,0.08311295888705672,0.052439517718890855,3-Hold ,HOLD,,B,Garmin Ltd.,Scientific & Technical Instruments,Switzerland,23.94,97.17,390082.0,Tomorrow Before Market EPS,7.46,4.88,3.2,-2.6,22.63,4.26,14.64,75.17,5.21,3.21,4.9,2.6,0.0,2.32,Feb 19/b,59.8,0.0,24.9,21.8,1.9,14.3,18.4,15.6,765030.0,138570000.0,2.01,0.3,-76.64,50.0,0.22,190340000.0,3.64,27.87,1.02,2.39,2.06,0.64,37.53,3.1,1.39,1.71,1.52,-5.41,36.72,1.6,0.97,0.26,44.18,-1.96,11.24,-1.19,-1.58,7.45,1
306,HEP,-1.16%,February18,1,Basic Materials,2470000000.0,-0.4027617427678446,0.00130594855194691,0.0018758205746962628,0.0012327129110677301,-0.023331884096338545,3-Hold ,HOLD,,D,"Holly Energy Partners, L.P.",Oil & Gas Pipelines,USA,10.9,23.41,59880.0,Tomorrow Before Market EPS,3.74,-16.53,13.8,-25.2,13.01,6.11,329.96,,4.64,2.91,10.7,1.2,3.72,11.47,Feb 19/b,69.5,3.71,56.1,42.5,1.2,10.6,55.5,13.6,349510.0,45670000.0,3.53,0.2,0.0,38.3,1.81,105530000.0,4.61,-13.72,-2.17,2.54,2.94,5.87,-20.67,3.4,0.51,2.26,2.41,-23.42,12.64,0.54,0.77,-1.07,52.36,-0.26,-7.32,1.54,1.03,-1.16,0
307,IART,3.67%,February18,1,Healthcare,5070000000.0,0.2828022061642384,5.989652709104122e-05,0.0019370018229286265,0.0016497987118262766,0.023032715304339042,4-Sell ,BUY,,C,Integra LifeSciences Holdings Corporation,Medical Instruments & Supplies,USA,85.04,58.2,119106.0,Tomorrow Before Market EPS,13.19,9.5,31.6,-47.0,19.67,3.65,24.38,45.31,3.37,6.45,12.0,2.9,1.03,,Feb 19/b,64.1,1.0,6.0,4.0,1.9,1.9,4.3,4.2,454820.0,71070000.0,2.57,0.6,-72.58,85.4,3.33,86040000.0,4.02,-1.83,1.05,2.13,2.59,1.12,16.35,2.3,0.72,2.41,2.51,-10.5,26.45,1.31,1.14,-0.22,52.22,2.13,1.48,-0.31,-0.93,3.67,1
308,AAN,-19.52%,February19,1,Services,3870000000.0,0.3236707940008533,0.18032782616501208,0.0037011338742255853,0.0126401574693773,0.029320638454297106,3-Hold ,STRONG BUY,,C,"Aaron's, Inc.",Rental & Leasing Services,USA,19.64,57.3,220790.0,Tomorrow Before Market EPS,22.3,17.94,11.9,28.5,12.81,2.08,25.77,15.99,0.98,0.88,11.4,,0.19,0.28,Feb 20/b,96.1,0.19,7.0,5.1,,6.4,11.0,9.7,680910.0,66349999.99999999,5.89,1.2,0.0,,1.15,67290000.0,5.74,-10.58,-4.47,-2.04,1.48,0.77,8.54,1.5,0.9,3.14,2.6,-27.09,16.12,1.74,0.43,0.31,44.43,-3.32,-6.4,-2.42,-0.68,-19.52,0
309,AAWW,11.49%,February19,1,Services,713310000.0,-0.08625453065282533,0.0038218272971529852,0.0044816354826859115,0.07041010965724581,0.021357959567694703,3-Hold ,BUY,,F,"Atlas Air Worldwide Holdings, Inc.","Air Services, Other",USA,2.62,29.15,408689.0,Tomorrow Before Market EPS,10.0,-1.99,21.2,162.3,6.37,0.33,9.85,3.28,0.26,0.26,10.1,0.4,1.08,,Feb 20/b,52.0,0.93,14.3,11.9,0.4,5.6,15.6,8.1,339680.0,25340000.0,7.22,0.7,-16.59,,2.85,25850000.0,5.39,2.41,-1.04,9.85,2.45,0.07,-49.12,1.7,3.26,4.53,3.67,-51.63,42.5,1.15,2.35,0.25,66.12,16.5,-4.4,11.2,6.18,11.49,1
310,ACRE,1.64%,February19,1,Financial,564620000.0,0.07130023044633813,0.005842776331909201,0.001190471264635562,0.0006992671618111974,0.0007292259347195795,3-Hold ,BUY,,A,Ares Commercial Real Estate Corporation,Mortgage Investment,USA,13.04,16.95,53625.0,Tomorrow Before Market EPS,5.85,-0.43,13.2,26.5,12.15,1.14,94.1,,4.21,2.23,20.3,,2.88,7.81,Feb 20/b,46.7,2.88,28.2,27.9,,2.3,8.8,2.4,315050.0,30360000.0,5.46,0.5,-16.09,57.0,3.4,33390000.0,5.27,11.69,3.05,10.52,1.99,6.76,20.44,2.2,0.46,1.1,0.78,-0.7,21.16,0.19,0.66,0.06,66.25,2.36,9.68,4.77,0.18,1.64,1
311,AEP,-0.59%,February19,1,Utilities,51080000000.0,0.2358495422605691,0.003248219897094324,0.0014366486730068573,0.05314737622340241,0.07128965447214795,3-Hold ,BUY,,A,"American Electric Power Company, Inc.",Electric Utilities,USA,24.36,103.81,570415.0,Tomorrow Before Market EPS,6.05,4.1,5.1,1.2,23.74,2.6,93.35,16.0,3.24,4.03,1.8,0.5,1.45,2.68,Feb 20/b,79.8,1.25,18.1,13.5,0.4,3.0,11.0,5.8,2300000.0,489620000.0,1.69,0.01,-1.87,77.7,0.02,489620000.0,3.6,15.63,7.21,16.44,2.36,10.39,31.61,2.4,0.67,1.1,0.97,-1.08,31.22,1.08,0.13,-0.17,67.26,1.44,12.78,6.78,-0.3,-0.59,0
312,AKS,-6.93%,February19,1,Basic Materials,969960000.0,0.25474981057258056,0.0006937979734565099,-0.1022913160166354,-0.02166131172929281,-0.04103041288690741,3-Hold ,HOLD,,C,AK Steel Holding Corporation,Steel & Iron,USA,9.37,3.04,2770667.0,Tomorrow Before Market EPS,,-59.89,29.6,35.0,20.56,6.88,31.49,8.04,0.15,,4.1,2.1,14.63,,Feb 20/b,12.5,14.63,4.3,1.5,0.7,2.1,85.0,17.4,7770000.0,314220000.0,6.91,1.1,0.0,59.1,-2.13,327690000.0,2.79,29.26,-4.82,17.0,-0.34,-10.03,-0.67,3.0,0.95,3.61,3.71,-15.6,82.53,0.11,3.03,0.34,50.19,2.92,17.83,-2.74,2.02,-6.93,0
313,ARD,-7.34%,February19,1,Consumer Goods,4830000000.0,-0.14655101891340955,-0.002299114490597276,0.0002687734868231928,0.0088524906335806,0.005961935971684467,3-Hold ,BUY,,B,Ardagh Group S.A.,Packaging & Containers,Luxembourg,,20.82,5015.0,Tomorrow Before Market EPS,2.71,-4.74,6.4,-552.3,12.88,,8.99,,0.67,,,1.2,,2.71,Feb 20/b,16.0,,5.9,0.9,0.9,0.6,-4.2,5.8,106030.0,18640000.0,1.11,51.64,0.0,96.0,0.04,233100000.0,1.96,22.99,-0.53,8.09,5.94,5.72,62.1,2.5,0.18,2.54,3.48,-3.13,67.59,0.55,,0.14,62.98,4.51,18.64,5.11,0.65,-7.34,0
314,BRC,-5.28%,February19,1,Technology,2780000000.0,0.06963709337079697,0.02499366865621206,0.0002146727301806095,0.004421305511338384,0.004179349246714992,3-Hold ,HOLD,,B,Brady Corporation,Security Software & Services,USA,20.11,51.58,36410.0,Tomorrow Before Market EPS,11.5,5.86,35.6,15.5,18.66,3.13,9.43,27.16,2.41,1.75,-1.1,2.3,0.06,1.69,Feb 20/b,49.7,0.0,14.1,11.9,1.9,12.0,16.4,15.2,190120.0,47900000.0,3.04,1.8,-18.48,90.2,0.62,54000000.0,7.65,6.13,-10.86,-6.37,-5.39,-9.95,10.15,3.5,0.51,1.74,1.96,-12.81,16.79,1.06,0.85,0.23,21.89,-7.28,-2.14,-9.0,-0.27,-5.28,0
315,CGEN,2.76%,February19,1,Healthcare,616620000.0,0.005870994186417582,0.002738896997470875,0.003331406922370661,0.004222619038565816,0.0924064300200674,3-Hold ,STRONG BUY,,B,Compugen Ltd.,Biotechnology,Israel,,9.78,320191.0,Tomorrow Before Market EPS,,0.0,-2.4,43.5,,14.3,,,,,38.1,7.2,0.0,,Feb 20/b,,0.0,,,7.2,-57.8,-84.0,-62.4,354150.0,67390000.0,4.9,12.0,0.0,34.2,5.64,67390000.0,9.32,141.42,50.49,64.86,6.64,53.52,152.76,1.3,2.73,5.23,4.83,6.59,261.54,0.42,2.83,0.33,81.45,25.84,111.1,48.52,7.52,2.76,1
316,COMM,-13.91%,February19,1,Technology,2780000000.0,-0.4552893306161942,0.02424650098380101,0.07832274290679682,0.053168355101661284,0.022786993434356587,4-Sell ,BUY,,D,"CommScope Holding Company, Inc.",Communication Equipment,USA,,14.5,958961.0,Tomorrow Before Market EPS,-0.25,4.32,41.8,-22.2,6.73,2.32,4.57,9.48,0.39,,5.6,1.9,8.37,,Feb 20/b,29.0,8.34,-1.7,-7.7,1.3,-4.5,-35.6,7.2,2850000.0,190820000.0,5.69,1.4,-7.8,,-1.2,192370000.0,3.81,33.56,-1.93,-1.06,17.51,1.94,-36.22,2.1,0.93,4.07,4.17,-46.26,52.42,0.59,1.83,0.38,62.09,8.65,3.91,6.25,-0.07,-13.91,0
317,COT,-0.25%,February19,1,Consumer Goods,2109999999.9999998,0.3836162743682507,0.038246578649705036,0.05309452096116729,0.015636460369933047,0.007388633269123778,3-Hold ,BUY,,C,Cott Corporation,Beverages - Soft Drinks,Canada,,15.6,1246148.0,Tomorrow Before Market EPS,23.7,45.77,5.1,187.5,40.87,1.83,14.72,40.48,0.88,,2.5,1.0,1.18,1.55,Feb 20/b,50.7,1.09,2.9,-0.2,0.8,-0.1,-0.4,3.6,1220000.0,131840000.0,2.89,1.5,4.07,74.3,11.49,136420000.0,3.12,24.52,4.8,20.17,-1.84,13.23,-1.27,1.9,2.84,1.88,1.55,-1.7,33.02,0.33,0.8,-0.45,64.21,2.14,16.96,8.77,1.1,-0.25,0
318,CSTM,15.66%,February19,1,Basic Materials,1750000000.0,-0.008364620637751483,,0.17402440202886282,0.08434419118771075,0.010361125297508392,5-Strong Sell ,BUY,,C,Constellium SE,Aluminum,France,,12.36,581186.0,Tomorrow Before Market EPS,,127.15,7.5,419.0,12.98,,8.51,23.45,0.27,,10.2,1.1,,,Feb 20/b,10.0,,3.4,-0.4,0.6,-0.5,16.1,18.3,1220000.0,136100000.0,5.02,0.91,0.0,87.9,0.05,137990000.0,5.63,14.81,-0.24,-9.99,0.0,-5.15,40.13,2.0,1.37,3.54,2.65,-18.84,54.73,0.45,1.99,0.55,41.99,-1.56,1.46,-7.24,-4.11,15.66,1
319,DNR,0.13%,February19,1,Basic Materials,468660000.0,-0.07427471801305988,0.005348587676572996,0.0017983070741441527,-0.0008068493209520966,-0.06522732649759397,2-Buy ,HOLD,,D,Denbury Resources Inc.,Independent Oil & Gas,USA,1.17,0.95,4191564.0,Tomorrow Before Market EPS,32.6,-10.08,-8.6,804.8,2.69,0.31,937.31,1.03,0.36,0.04,-10.2,0.7,1.86,,Feb 20/b,,1.79,30.1,28.3,0.7,7.8,30.2,9.5,12050000.0,500470000.0,17.08,0.9,-0.43,73.2,2.89,513090000.00000006,7.1,-13.83,-28.64,-13.83,-2.66,-35.22,-57.52,3.1,0.96,5.88,5.07,-64.5,9.84,0.07,3.47,1.82,38.37,-5.05,-21.94,-20.67,2.16,0.13,0
320,DPZ,23.84%,February19,1,Services,11870000000.0,0.4141007092267889,0.0020176466605335013,0.05678377467261776,0.0453828435082676,0.028163681281101874,3-Hold ,BUY,,C,"Domino's Pizza, Inc.",Restaurants,USA,32.59,298.06,294980.0,Tomorrow Before Market EPS,12.75,13.82,27.5,43.3,27.6,,177.91,45.69,3.34,2.56,13.8,1.4,,0.88,Feb 20/b,38.6,,17.0,10.8,1.3,34.9,-12.9,102.7,708040.0,39950000.0,9.39,0.2,-4.62,,-0.7,40120000.0,5.3,25.89,2.93,6.14,7.62,0.68,5.02,2.3,1.17,2.12,2.47,-1.51,34.67,6.2,0.52,0.75,67.42,5.44,10.54,3.66,-0.17,23.84,1
321,EPAM,0.16%,February19,1,Technology,12820000000.0,0.006827908798316328,0.0006907748289190097,0.07467480163904837,0.03658348885371445,0.02676635592938363,2-Buy ,BUY,,B,"EPAM Systems, Inc.",Information Technology Services,USA,55.19,239.45,71749.0,Tomorrow Before Market EPS,20.7,20.65,23.7,38.4,36.64,8.72,15.03,57.34,5.92,2.67,27.1,4.4,0.02,,Feb 20/b,35.5,0.02,13.7,11.4,4.4,13.3,17.9,16.0,255110.0,52100000.0,0.84,0.1,-55.23,98.4,1.55,54100000.0,1.73,26.05,1.41,14.12,0.71,11.71,53.21,2.1,0.77,2.11,2.01,-1.0,55.18,4.91,1.34,0.0,64.1,2.98,23.4,7.72,1.12,0.16,0
322,ES,1.56%,February19,1,Utilities,30890000000.0,0.3870371546010055,0.10626081634836736,0.004617333496753417,-0.1413657227940348,0.0013828295658251072,4-Sell ,HOLD,,A,Eversource Energy,Diversified Utilities,USA,33.99,94.72,429897.0,Today After Market EPS,5.6,5.5,5.6,5.1,26.01,2.53,1360.92,,3.64,6.07,3.0,0.6,1.29,2.39,Feb 19/a,,1.15,18.3,10.5,0.5,2.3,7.5,5.4,1900000.0,325840000.0,2.51,0.3,-4.52,85.0,1.25,325840000.0,4.31,20.56,8.03,17.34,3.76,11.45,35.06,2.6,0.62,1.26,1.18,-0.2,38.51,1.13,0.25,0.03,74.54,3.3,16.61,9.05,-0.14,1.56,1
323,FOCS,7.95%,February19,1,Financial,2089999999.9999998,0.006827908798316328,0.00010671478958101944,0.020963936495415208,0.027423366272229868,0.03751563945489319,2-Buy ,BUY,,C,Focus Financial Partners Inc.,Asset Management,USA,155.99,31.37,128283.0,Tomorrow Before Market EPS,22.3,24.31,-16.0,98.1,10.77,2.83,40.71,19.09,1.86,7.0,27.8,,2.56,,Feb 20/b,,2.56,6.8,0.8,,0.4,1.8,1.5,236800.0,7430000.0,29.51,0.03,0.0,93.2,2.37,69730000.0,9.25,37.7,10.56,12.55,3.03,1.63,-1.77,2.2,1.47,3.34,2.39,-22.57,64.04,0.92,,0.7,65.0,7.77,16.95,7.68,3.61,7.95,1
324,ADC,0.45%,February20,1,Financial,3210000000.0,0.03713084031395348,0.3418296475429088,0.08253921957293643,0.03542578490269078,0.019921740605001872,3-Hold ,STRONG BUY,,B,Agree Realty Corporation,Property Management,USA,43.23,77.27,41321.0,Today After Market EPS,-0.9,-2.34,5.0,-14.0,41.86,2.16,341.29,216.76,18.23,,27.8,,0.62,3.05,Feb 20/a,88.4,0.62,52.7,39.8,,3.1,5.1,3.7,425280.0,41200000.0,10.3,2.1,2.96,99.1,-5.75,41810000.0,9.98,5.04,5.78,2.75,0.43,9.35,18.41,1.5,0.26,1.45,1.61,-2.9,23.41,1.12,0.06,-0.01,63.56,1.48,8.51,6.44,0.66,0.45,0
325,ADSW,0.02%,February20,1,Industrial Goods,2960000000.0,-0.08772693570855543,0.00014090110016695692,0.04206174334467505,0.02560878173317178,0.0036397290889908615,3-Hold ,HOLD,,B,"Advanced Disposal Services, Inc.",Waste Management,USA,,33.06,122645.0,Today After Market EPS,19.72,24.26,15.9,564.2,60.88,3.19,250.78,32.81,1.83,,3.4,0.6,2.03,,Feb 20/a,,1.95,5.2,-0.1,0.6,0.0,-0.1,3.4,902640.0,89060000.0,12.74,0.6,-19.11,,5.29,89510000.0,12.57,1.88,0.36,0.76,0.33,0.58,22.44,3.0,0.38,0.14,0.19,-0.08,27.75,0.05,0.61,0.0,63.55,0.26,1.45,0.39,-0.02,0.02,0
326,AERI,10.41%,February20,1,Healthcare,911590000.0,0.16139225528708526,0.01439134074280446,0.001780672989601347,0.0020510484218903,0.020022719902772226,3-Hold ,BUY,,D,"Aerie Pharmaceuticals, Inc.",Drug Manufacturers - Major,USA,,19.13,299686.0,Today After Market EPS,,25.5,2.6,-35.9,,4.23,2.67,,15.27,,,5.4,0.88,,Feb 20/a,94.1,0.88,,,5.2,-62.1,-99.9,-92.1,830010.0,39920000.0,30.49,2.0,82.1,,4.91,46820000.0,14.67,-18.47,-14.38,2.85,-4.51,-19.45,-52.28,1.9,0.98,4.36,4.7,-61.94,11.2,0.99,0.5,-0.46,33.25,-7.76,-22.71,-14.59,-1.6,10.41,1
327,AIRG,6.26%,February20,1,Technology,85780000.0,-0.0417073509923804,0.0002654319650901016,-0.006512059444503393,-0.0025835395827016328,-0.03850781372679754,3-Hold ,BUY,,D,"Airgain, Inc.",Communication Equipment,USA,41.42,9.03,11737.0,Today After Market EPS,18.0,-37.92,2.8,-346.4,48.81,1.84,2.53,38.99,1.45,2.3,19.0,6.1,0.0,,Feb 20/a,44.5,0.0,2.0,3.6,5.9,3.9,4.6,-7.8,59770.0,7910000.0,3.83,6.3,0.34,56.6,-2.8,9500000.0,5.07,-23.41,-12.67,-13.51,0.56,-15.53,-26.04,2.5,0.52,3.24,2.74,-47.65,9.06,0.3,1.79,0.33,39.23,-3.09,-22.74,-8.79,-0.33,6.26,1
328,AMSWA,14.91%,February20,1,Technology,502420000.0,-0.0008498680552812793,0.04034130591233926,0.0076248553559707935,0.042582218668030684,0.0011921482335524429,3-Hold ,BUY,,B,"American Software, Inc.",Application Software,USA,70.22,15.49,20280.0,Today After Market EPS,16.0,32.35,-10.0,-34.5,69.91,4.22,5.33,56.45,4.61,4.39,1.6,2.7,0.0,2.8,Feb 20/a,53.4,0.0,4.4,6.5,2.7,4.3,6.1,3.9,82710.0,23490000.0,0.91,3.0,-30.11,,-0.24,31940000.0,2.57,11.8,6.07,-6.87,8.11,5.71,36.9,2.0,0.66,2.36,2.26,-9.53,38.46,0.35,0.36,0.19,57.93,2.56,5.89,2.6,-1.78,14.91,1
329,ANIK,2.37%,February20,1,Healthcare,607900000.0,0.00649082014673955,0.00033025651585679344,0.0005309679586389393,0.00545580099171477,0.026135755057584902,3-Hold ,BUY,,B,"Anika Therapeutics, Inc.",Biotechnology,USA,19.67,41.78,58852.0,Today After Market EPS,10.0,-21.42,-1.7,-34.9,26.56,2.13,3.51,19.42,5.44,1.97,7.1,20.0,0.0,,Feb 20/a,75.8,0.0,35.1,27.6,17.7,10.4,11.6,6.5,166900.0,13720000.0,19.96,0.5,-26.96,97.8,-1.61,14280000.0,16.41,-25.93,-6.3,-29.06,1.74,-17.9,6.42,1.7,0.95,3.3,2.74,-44.89,43.85,1.45,0.98,-0.09,36.39,-2.39,-16.81,-13.6,-1.88,2.37,1
330,APPN,-16.93%,February20,1,Technology,4000000000.0,0.007973497676305539,0.19618202652145555,0.00015485249120198807,0.005008674727006028,0.0755330508489654,2-Buy ,HOLD,,B,Appian Corporation,Application Software,USA,,61.28,572852.0,Today After Market EPS,,34.5,,-36.6,,26.64,24.13,,15.6,,,2.1,0.03,,Feb 20/a,63.6,0.02,-19.7,-20.8,2.1,-21.0,-61.2,-65.1,749110.0,33860000.0,24.19,0.7,-59.08,84.3,-0.99,64370000.00000001,10.93,3.62,16.91,41.55,14.14,62.44,62.19,2.8,2.14,4.69,4.82,-4.82,99.46,2.78,,-0.29,69.38,13.36,38.46,29.57,-1.93,-16.93,0
331,ASIX,-6.24%,February20,1,Basic Materials,529340000.00000006,-0.1459664387457451,0.0009922264271153836,0.004008330824945007,0.0266079630877357,0.020487548566122244,3-Hold ,BUY,,F,AdvanSix Inc.,Chemicals - Major Diversified,USA,9.03,19.81,18523.0,Tomorrow Before Market EPS,10.0,63.83,-11.7,-30.5,8.46,1.29,52.93,165.42,0.39,0.9,-3.0,1.0,0.64,,Feb 21/b,12.9,0.64,6.6,4.7,0.4,5.7,15.3,11.6,201980.0,27090000.0,3.61,2.5,2.28,88.7,3.47,27090000.0,4.84,-12.38,18.42,-9.91,0.62,-2.1,-42.04,2.0,0.26,3.76,3.91,-43.61,25.41,0.7,1.79,-0.26,55.79,4.26,-14.31,4.09,1.03,-6.24,0
332,ASPN,-9.98%,February20,1,Industrial Goods,241940000.0,0.1354003435786321,0.0013399710447369476,0.003016541185388633,0.0048428935085667035,0.05517175519582032,3-Hold ,BUY,,A,"Aspen Aerogels, Inc.",General Building Materials,USA,,10.5,176699.0,Today After Market EPS,,65.6,,-75.6,,4.12,201.62,,1.88,,3.9,1.6,0.08,,Feb 20/a,16.0,0.0,-21.3,-21.6,1.1,-27.7,-43.6,-45.5,78010.0,23400000.0,0.32,1.9,-2.47,74.7,9.16,24050000.0,0.96,57.93,0.8,36.31,7.36,29.64,185.8,2.0,6.15,6.69,8.05,-1.73,334.92,0.63,2.29,1.89,63.8,12.05,54.89,19.99,2.68,-9.98,0
333,ATR,-2.20%,February20,1,Consumer Goods,7320000000.0,0.04916700279240364,0.0068506217224109725,0.011422062636180877,0.009480581041233643,-0.0016043975071754954,4-Sell ,BUY,,B,"AptarGroup, Inc.",Packaging & Containers,USA,32.37,114.14,82231.0,Today After Market EPS,6.45,8.77,2.9,-23.1,26.89,4.74,27.06,51.21,2.55,5.02,1.9,2.0,0.76,1.25,Feb 20/a,36.3,0.69,12.3,8.2,1.5,6.8,15.6,7.7,244730.0,63520000.0,1.35,0.3,-13.3,88.8,-1.8,63670000.0,3.51,-4.33,-1.97,4.59,-0.9,-0.53,13.25,2.4,0.9,1.59,1.71,-9.57,15.03,1.78,0.64,-0.35,42.36,-1.9,-2.47,-0.99,-0.43,-2.2,0
334,B,2.19%,February20,1,Industrial Goods,3330000000.0,-0.07581985712749884,0.00045911171634673215,0.003446490266469482,0.002430679909650735,0.010670430546054956,3-Hold ,BUY,,C,Barnes Group Inc.,Industrial Equipment & Components,USA,21.29,65.34,56696.0,Tomorrow Before Market EPS,10.0,7.11,19.4,10.0,18.93,2.72,41.4,21.75,2.21,2.13,6.5,2.2,0.72,0.99,Feb 21/b,35.6,0.71,15.1,10.4,1.5,5.6,12.9,9.0,159420.0,46430000.0,1.63,2.0,-10.33,91.0,1.04,51520000.0,4.74,41.49,-3.14,8.16,-2.19,4.41,5.43,2.1,0.97,1.9,1.48,-2.93,54.16,1.32,1.33,-0.46,52.64,0.05,16.93,2.44,1.49,2.19,1
335,BAND,5.06%,February20,1,Technology,1790000000.0,0.570993233781337,0.13778736865372462,0.0005325225683918688,0.011528489315727105,0.016992065251328955,2-Buy ,BUY,,B,Bandwidth Inc.,Business Software & Services,USA,618.13,74.81,54046.0,Today After Market EPS,,13.5,,66.6,,6.59,9.28,,8.01,,,5.7,0.0,,Feb 20/a,45.8,0.0,-7.9,1.4,5.7,1.2,1.4,16.2,181070.0,17650000.0,8.18,0.5,-7.73,97.1,5.52,23480000.0,7.97,-10.28,6.92,42.91,4.11,18.7,47.34,1.7,0.81,2.77,2.81,-17.62,75.23,1.96,,-0.04,62.52,2.81,7.06,10.68,-1.76,5.06,1
336,BCPC,-5.76%,February20,1,Basic Materials,3590000000.0,0.09854322769751887,0.001888350963781704,-0.0003009863330589724,-6.627432121604215e-05,0.00412265746196611,5-Strong Sell ,BUY,,C,Balchem Corporation,Specialty Chemicals,USA,46.11,111.32,9367.0,Tomorrow Before Market EPS,24.0,2.2,10.5,20.1,34.4,4.88,60.38,40.62,5.6,1.92,13.8,3.3,0.0,0.47,Feb 21/b,32.5,0.3,16.6,12.4,2.3,7.7,11.1,10.1,100950.0,31910000.0,1.74,0.1,-28.41,90.4,0.03,32130000.000000004,5.52,24.35,2.89,10.82,-0.96,9.84,27.84,2.0,0.26,1.98,1.96,-2.85,34.43,2.24,1.03,-0.28,54.37,0.36,11.23,4.26,-0.57,-5.76,0
337,BJRI,-10.52%,February20,1,Services,870230000.0,0.007340899528311898,0.27473973101587035,0.1873745421962667,0.08423062048663829,0.054573150129822584,3-Hold ,BUY,,D,"BJ's Restaurants, Inc.",Restaurants,USA,22.16,43.55,211307.0,Today After Market EPS,1.33,3.55,26.5,76.2,21.7,3.04,35.67,40.67,0.76,16.66,7.6,0.4,0.55,1.21,Feb 20/a,38.2,0.55,4.1,3.6,0.3,4.3,13.3,13.9,283030.0,18860000.0,8.25,1.8,-0.42,,-2.91,20190000.0,5.5,19.09,9.16,8.07,2.62,13.54,-16.81,2.4,2.04,2.91,3.09,-17.89,33.42,1.15,0.64,-0.16,66.43,6.17,8.87,10.9,1.14,-10.52,0
338,BLDR,-0.18%,February20,1,Industrial Goods,3300000000.0,0.006180849540604478,0.01108869762512248,0.043980266195489996,0.04333151088187151,0.03081883330314422,2-Buy ,BUY,,A,"Builders FirstSource, Inc.",General Building Materials,USA,14.05,27.82,544777.0,Today After Market EPS,5.0,8.59,43.1,200.2,12.57,4.15,76.17,6.19,0.45,2.81,39.0,1.7,1.75,,Feb 20/a,27.2,1.73,5.6,3.2,1.0,7.3,34.3,14.5,1070000.0,113860000.0,2.38,1.1,-0.92,90.9,2.09,117960000.0,2.54,46.08,4.25,11.62,9.18,10.04,97.88,2.0,1.39,3.34,3.61,-2.28,121.87,0.85,1.92,-0.04,61.27,5.89,32.35,6.88,-0.78,-0.18,0
