results,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff
3,UUUU,2.56%,24-Mar,1,Basic Materials,99.64M,0.785614098,-0.263127405,0.027186285,0.014794165,0.029758371,2-Buy ,BUY,,D,Energy Fuels Inc.,Industrial Metals & Minerals,USA,,0.92,"561,385",Today After Market EPS,,,,16.00%,,0.69,,,16.99,,,,,,Mar 24/a,,,,,,,,,1.35M,112.35M,13.09%,,,,,114.54M,10.91,-56.07%,-36.04%,-53.48%,1.75%,-54.46%,-72.47%,2.3,1.15,14.10%,18.02%,-75.39%,17.71%,0.15,,11.52%,39.38,-14.76%,-52.13%,-34.18%,-5.36%,2.56
5,WGO,11.95%,24-Mar,1,Consumer Goods,698.87M,0.106944339,0.061092289,-0.039872446,-0.025013142,-0.00540035,3-Hold ,BUY,,B,"Winnebago Industries, Inc.",Recreational Vehicles,USA,6.73,23.05,"462,234",Tomorrow Before Market EPS,15.00%,19.80%,16.60%,9.50%,4.46,0.9,6.9,,0.34,0.45,16.00%,2.2,0.6,2.00%,Mar 25/b,15.20%,0.58,7.00%,5.00%,1.1,8.60%,16.00%,14.50%,682.58K,31.81M,13.99%,2.60%,-1.74%,96.30%,5.33%,31.81M,6.52,-45.12%,-64.14%,-54.36%,-21.11%,-58.53%,-24.53%,1.7,1.89,11.66%,20.45%,-63.99%,34.89%,4.04,2.03,9.29%,25.04,-41.91%,-47.74%,-54.47%,-4.83%,11.95
3,WILC,2.55%,24-Mar,1,Consumer Goods,116.78M,0.12950935,0.00051279,0.005706102,0.005706102,0.005663285,,,,A,G. Willi-Food International Ltd.,Food - Major Diversified,Israel,12.77,9.77,"19,771",Tomorrow Before Market EPS,15.00%,,-5.10%,-0.20%,,1.03,1.53,13.74,1.15,0.85,0.10%,15.6,0.01,,Mar 25/b,30.60%,0,12.00%,10.20%,14.3,7.80%,8.30%,6.80%,7.19K,3.34M,0.00%,58.00%,0.00%,14.60%,6.82%,11.69M,0,-3.10%,-25.45%,-14.40%,-0.99%,-16.40%,20.80%,,7.36,6.14%,8.64%,-28.95%,23.67%,0.8,0.66,0.10%,36.55,-17.15%,-12.14%,-20.15%,-2.30%,2.55
5,WYY,11.40%,24-Mar,1,Technology,27.80M,-0.382567733,,0.00053746,0.003909591,-0.044611032,3-Hold ,BUY,,B,WidePoint Corporation,Information Technology Services,USA,,0.35,"91,729",Today After Market EPS,20.00%,100.00%,8.00%,47.00%,33,1.1,3.92,7.51,0.28,,12.30%,1.2,0,,Mar 24/a,17.40%,0,1.40%,-0.20%,1.2,-0.30%,-0.60%,-5.60%,202.18K,79.26M,0.01%,6.51%,0.00%,21.80%,2.03%,84.23M,0.04,1.54%,-34.74%,-17.50%,-3.03%,-17.09%,-28.26%,2,1.21,11.58%,11.73%,-44.60%,22.89%,0.04,1.22,0.03%,38.14,-11.96%,-10.78%,-19.04%,5.73%,11.4
4,ALNA,4.44%,25-Mar,1,Healthcare,16.19M,-0.123090137,0.001822586,0.000533262,0.003825327,-0.07627181,2-Buy ,BUY,,D,"Allena Pharmaceuticals, Inc.",Biotechnology,USA,,0.99,"50,119",Tomorrow Before Market EPS,,4.20%,,-24.20%,,1.3,0.54,,,,,3,0.58,,Mar 26/b,,0.35,,,3,-102.20%,-159.50%,,313.34K,,,10.16%,0.00%,61.70%,-27.81%,17.12M,1.26,-77.86%,-54.55%,-57.98%,61.58%,-65.37%,-86.32%,1.6,0.43,23.45%,32.23%,-86.60%,86.67%,0.25,,4.72%,36.79,-28.26%,-70.80%,-51.34%,-1.01%,4.44
2,ALTG,-2.86%,25-Mar,1,Services,81.64M,-0.145866259,,0.000799498,0.000799498,0.000799498,,BUY,,,Alta Equipment Group Inc.,Rental & Leasing Services,USA,77.72,4.93,"61,571",Today After Market EPS,,,,-40.00%,10.3,0.56,81.64,,0.16,,,1.8,0,,Mar 25/a,,0,,,1.8,,,,469.81K,6.96M,4.03%,52.50%,,69.00%,33.95%,18.43M,0.6,-54.52%,-53.42%,-55.93%,0.91%,-55.74%,,2,0.36,12.33%,24.03%,-53.38%,40.26%,0.69,,4.74%,31.25,-25.25%,-47.07%,-43.00%,8.52%,-2.86
5,AVEO,40.46%,25-Mar,1,Healthcare,43.91M,0.028439859,0.000362885,-0.002568738,-0.097069979,-0.054906236,4-Sell ,BUY,,C,"AVEO Pharmaceuticals, Inc.",Biotechnology,USA,4.63,2.86,"93,998",Tomorrow Before Market EPS,,18.40%,15.60%,238.20%,,2.97,0.92,,1.52,,9.70%,2.4,1.07,,Mar 26/b,,0.42,-1.30%,32.60%,2.4,21.00%,225.40%,-1.20%,183.19K,16.04M,10.17%,0.20%,466.24%,27.20%,-0.64%,16.09M,8.9,-72.42%,-47.09%,-59.05%,-4.55%,-56.27%,-52.38%,1.7,1.44,13.55%,15.94%,-84.51%,28.51%,0.46,1.21,2.56%,33.26,-21.24%,-57.35%,-40.91%,2.35%,40.46
5,AVGR,6.64%,25-Mar,1,Healthcare,6.29M,0.185225991,,0.00032977,0.000970234,0.003126249,3-Hold ,STRONG BUY,,F,"Avinger, Inc.",Medical Appliances & Equipment,USA,,0.44,"148,599",Today After Market EPS,,41.70%,,90.50%,,0.62,0.58,,0.69,,-4.00%,1.3,1.3,,Mar 25/a,31.40%,0,,,1,-86.20%,-237.10%,,339.26K,15.38M,0.63%,0.60%,0.00%,19.90%,158.15%,15.38M,0.29,-61.78%,-36.74%,-68.29%,4.84%,-64.12%,-95.20%,1.5,1.19,18.81%,20.45%,-96.58%,38.90%,0.07,1.71,2.69%,41.13,-8.43%,-70.26%,-34.64%,2.52%,6.64
0,BIOC,-6.57%,25-Mar,1,Healthcare,31.99M,0.131962685,0.005018751,0.004918065,-0.0512669,-0.010567573,,,,C,"Biocept, Inc.",Medical Laboratories & Research,USA,,0.33,"5,841,131",Today After Market EPS,40.00%,44.30%,51.60%,56.90%,,0.94,4.92,,6.95,,89.10%,1.8,0.25,,Mar 25/a,,0.13,,,1.7,-157.00%,-269.80%,-527.40%,13.80M,102.76M,2.17%,0.23%,0.00%,2.80%,35.64%,102.76M,0.16,-63.80%,-0.80%,24.52%,10.19%,8.85%,-69.78%,2,1.18,30.54%,20.78%,-84.12%,58.62%,0.08,0.46,1.99%,49.94,-10.36%,-49.97%,-3.05%,5.51%,-6.57
1,BITA,-5.29%,25-Mar,1,Technology,838.22M,0.538767534,0.001183087,0.043228565,0.028989698,0.024936689,2-Buy ,HOLD,,C,Bitauto Holdings Limited,Internet Information Providers,China,,11.36,"133,016",Tomorrow Before Market EPS,1.78%,51.44%,-28.40%,62.80%,10.93,0.27,0.98,,0.53,,49.00%,1.3,1.3,,Mar 26/b,59.10%,0.26,-4.10%,-6.20%,1.3,-1.20%,-3.90%,-1.50%,399.13K,16.38M,35.99%,18.73%,0.00%,30.10%,6.84%,76.62M,14.77,-27.74%,-26.03%,-26.77%,-0.55%,-26.28%,-29.24%,2.7,0.9,5.81%,9.11%,-29.89%,20.51%,0.73,0.8,3.29%,38.94,-11.14%,-16.16%,-19.26%,0.88%,-5.29
5,BKEP,16.67%,25-Mar,1,Basic Materials,23.09M,0.004370211,,0.0011678,0.016516409,0.01443426,,SELL,,B,"Blueknight Energy Partners, L.P.",Oil & Gas Pipelines,USA,,0.7,"37,398",Today After Market EPS,4.00%,92.30%,-43.40%,-953.20%,,0.08,8.25,2.57,0.06,,14.60%,0.8,0.72,23.88%,Mar 25/a,37.50%,0.72,-5.00%,-15.20%,0.8,-19.20%,-16.80%,-4.30%,140.63K,34.46M,0.34%,1.40%,11.56%,27.10%,-9.09%,34.46M,0.84,-40.71%,-39.64%,-42.24%,2.89%,-40.71%,-34.95%,4,0.71,13.17%,19.12%,-54.55%,32.08%,0.09,2.04,5.97%,36.43,-18.44%,-39.07%,-32.47%,-1.41%,16.67
4,BRFS,4.43%,25-Mar,1,Consumer Goods,2.44B,0.073179199,-0.644648599,-0.174660816,-0.149815165,-0.10198212,3-Hold ,BUY,,D,BRF S.A.,Meat Products,Brazil,10.24,2.97,"2,820,093",Tomorrow Before Market EPS,,-2.63%,-9.40%,157.90%,8.11,1.58,2.67,5.91,0.37,,2.90%,1.1,2.36,,Mar 26/b,24.10%,1.96,8.80%,0.90%,0.7,0.70%,4.10%,11.60%,3.39M,780.36M,0.61%,1.70%,0.00%,11.80%,5.36%,811.76M,1.41,-67.53%,-55.22%,-64.66%,-0.33%,-65.52%,-47.64%,1.8,2.27,11.56%,16.86%,-70.08%,31.28%,0.45,1.52,-1.67%,28.53,-30.97%,-63.19%,-52.49%,1.02%,4.43
4,CATO,5.22%,25-Mar,1,Services,266.98M,-0.070761784,0.003256102,0.015382025,0.007307259,0.002881772,,,,B,The Cato Corporation,Apparel Stores,USA,8.32,12.17,"42,465",Tomorrow Before Market EPS,10.00%,,-8.20%,46.10%,,0.85,1.19,9.17,0.32,0.83,-2.00%,2,0,11.06%,Mar 26/b,38.00%,0,6.80%,6.00%,1.4,8.00%,15.10%,7.90%,186.41K,21.63M,7.86%,5.43%,0.00%,82.30%,2.74%,22.36M,9.13,-29.60%,-29.56%,-32.62%,-2.77%,-31.38%,-16.74%,,0.64,9.75%,17.16%,-38.85%,24.90%,1.19,0.8,0.50%,40.01,-11.08%,-23.93%,-20.76%,0.54%,5.22
2,CHRA,-1.01%,25-Mar,1,Industrial Goods,45.31M,0.196723006,0.001429957,0.008888495,0.008489537,0.008489537,2-Buy ,HOLD,,D,"Charah Solutions, Inc.",Waste Management,USA,,1.8,"6,077",Tomorrow Before Market EPS,,117.30%,,-170.50%,14.89,0.85,5.96,0.98,0.07,,,0.7,2.85,,Mar 26/b,8.00%,1.99,-1.30%,-3.20%,0.5,-4.50%,-24.20%,6.80%,31.85K,8.05M,3.52%,20.67%,-4.69%,75.20%,-1.72%,22.54M,8.89,-11.06%,-1.47%,-6.07%,-8.22%,-17.62%,-67.74%,2.7,0.51,17.93%,32.76%,-75.81%,40.62%,0.33,,-0.50%,42.98,-17.39%,-40.20%,-21.79%,-10.00%,-1.01
3,CLSN,2.28%,25-Mar,1,Healthcare,22.39M,-0.074582532,0.005152321,0.038983606,0.025441455,-0.012594708,,BUY,,D,Celsion Corporation,Biotechnology,USA,,0.95,"71,962",Tomorrow Before Market EPS,,13.80%,44.90%,75.20%,,1.25,1.19,,44.78,,0.00%,2.6,0.63,,Mar 26/b,,0.59,,,2.6,-18.70%,-43.20%,-50.00%,232.01K,25.16M,0.22%,1.30%,8.28%,4.80%,-4.66%,25.16M,0.24,-47.65%,-30.47%,-44.03%,11.94%,-47.95%,-55.28%,1.7,0.84,14.13%,18.56%,-62.85%,36.93%,0.13,1.87,14.61%,43.69,-4.31%,-39.99%,-25.58%,-7.84%,2.28
5,CSIQ,14.63%,25-Mar,1,Technology,874.26M,-0.035828632,0.000636802,0.013126375,-0.009509475,-0.004710962,3-Hold ,BUY,,B,Canadian Solar Inc.,Semiconductor - Specialized,Canada,4.33,15.97,"295,318",Tomorrow Before Market EPS,20.00%,32.78%,43.90%,129.20%,5.1,0.7,1.66,,0.27,0.22,17.70%,1.1,1.75,,Mar 26/b,23.90%,0.4,8.90%,6.80%,1,4.20%,17.00%,8.90%,896.86K,45.35M,7.48%,31.00%,0.00%,47.80%,1.90%,56.77M,3.78,-32.07%,-29.36%,-27.19%,4.05%,-30.32%,-16.85%,2.3,0.89,10.05%,14.39%,-36.96%,33.17%,1.83,1.71,2.53%,43.09,-9.75%,-21.14%,-21.60%,1.20%,14.63
2,ELSE,-1.73%,25-Mar,1,Technology,10.20M,0.191595693,,0.000348854,0.000348854,0.0009412,,,,C,"Electro-Sensors, Inc.",Scientific & Technical Instruments,USA,72.93,2.99,591,Tomorrow Before Market EPS,,,-15.00%,-102.90%,,0.79,1.15,33.99,1.24,,2.80%,15.9,0,,Mar 26/b,53.10%,0,0.30%,1.70%,13.6,1.00%,1.10%,-1.10%,1.80K,2.24M,0.09%,34.17%,0.00%,5.90%,3.60%,3.41M,1.17,-12.50%,-18.86%,-18.73%,-4.78%,-17.63%,-14.57%,,0.88,2.35%,2.58%,-25.44%,11.15%,0.13,0.44,0.33%,33.38,-12.67%,-16.73%,-16.27%,-0.33%,-1.73
5,ENG,14.58%,25-Mar,1,Services,14.33M,0.163638417,,0.002776124,0.002776124,0.016314929,,,,B,ENGlobal Corporation,Technical Services,USA,,0.74,"71,069",Tomorrow Before Market EPS,,,-19.70%,65.30%,,1.27,2.35,15.92,0.27,,-20.40%,2.5,0.02,,Mar 26/b,11.30%,0.02,-10.10%,-10.50%,2.5,-23.60%,-38.40%,-34.10%,48.61K,13.99M,0.13%,6.09%,0.00%,22.30%,-5.96%,23.49M,0.36,-41.35%,-41.90%,-40.18%,-6.15%,-37.76%,-18.67%,,3.91,16.67%,28.59%,-50.00%,60.73%,0.11,1.86,0.00%,47.31,-7.07%,-25.35%,-18.48%,21.31%,14.58
4,ENTX,4.06%,25-Mar,1,Healthcare,31.17M,0.3382621,,0.010517129,0.010128738,0.009204707,,BUY,,C,Entera Bio Ltd.,Biotechnology,Israel,,2.35,"4,500",Tomorrow Before Market EPS,,,,8.80%,,6.41,5.28,,51.96,,,2.6,0.1,,Mar 26/b,83.90%,0.05,,,2.6,-97.30%,-141.40%,-107.50%,8.30K,10.36M,0.01%,42.00%,0.00%,10.80%,19.96%,14.30M,0.16,-16.15%,-30.79%,-3.11%,6.86%,1.87%,-47.72%,2,1.45,11.72%,13.49%,-46.59%,74.09%,0.3,,14.68%,45.13,-8.28%,-17.24%,-17.59%,-5.99%,4.06
3,ERJ,2.54%,25-Mar,1,Industrial Goods,1.33B,0.014986543,0.119741761,0.019374777,-0.059378978,-0.00032089,3-Hold ,HOLD,,D,Embraer S.A.,Aerospace/Defense Products & Services,Brazil,,7.42,"1,335,870",Tomorrow Before Market EPS,4.08%,183.30%,-31.70%,-178.70%,8.04,0.44,1.67,,0.53,,24.60%,1.3,0.07,0.55%,Mar 26/b,14.20%,0.05,-2.40%,-4.10%,1.1,-1.20%,-3.50%,-0.10%,1.28M,174.80M,1.48%,12.40%,0.00%,46.80%,0.23%,183.96M,2.02,-60.65%,-58.24%,-61.62%,-14.96%,-62.96%,-62.59%,2.7,2.88,11.32%,20.65%,-64.29%,29.91%,1.27,0.95,1.66%,30.05,-34.60%,-57.80%,-50.89%,1.77%,2.54
2,EYEN,-1.71%,25-Mar,1,Healthcare,37.05M,0.065944316,0.00495438,0.008175732,0.005551455,0.00617877,2-Buy ,BUY,,C,"Eyenovia, Inc.",Biotechnology,USA,,2.36,"31,046",Today After Market EPS,,20.50%,,-252.60%,,2.34,2.02,,,,,7.7,0,,Mar 25/a,,0,,,7.7,-138.20%,-165.70%,,60.38K,9.60M,2.44%,13.80%,6.44%,7.00%,-16.55%,15.70M,3.87,-47.20%,-44.47%,-38.86%,11.32%,-47.32%,-55.89%,1.8,1.37,21.49%,31.23%,-66.14%,113.01%,0.45,,3.39%,36.69,-20.88%,-35.60%,-38.95%,-3.10%,-1.71
4,EYES,3.91%,25-Mar,1,Healthcare,34.29M,-0.301692832,0.000169786,0.0030054,0.001447961,0.001303792,3-Hold ,STRONG BUY,,C,"Second Sight Medical Products, Inc.",Medical Appliances & Equipment,USA,,2.41,"14,440",Today After Market EPS,,10.90%,,15.80%,,2.63,1.85,,7.45,,-0.10%,2.8,0,,Mar 25/a,21.90%,0,,,2.7,-135.80%,-211.80%,,56.00K,5.61M,11.96%,0.20%,-5.95%,5.70%,-3.35%,14.17M,11.99,-66.01%,-53.01%,-60.93%,-19.33%,-59.23%,-63.46%,1.5,0.69,14.91%,30.41%,-74.90%,33.14%,0.49,1.76,15.70%,35.11,-31.37%,-59.58%,-46.72%,-13.94%,3.91
4,FDS,5.66%,25-Mar,1,Technology,8.79B,-0.036264602,0.000472472,-0.033377596,-0.025098247,0.035540629,2-Buy ,HOLD,,B,FactSet Research Systems Inc.,Information & Delivery Services,USA,24.85,232.76,"107,783",Tomorrow Before Market EPS,7.43%,5.03%,12.80%,21.00%,21.97,12.7,24.25,29.59,6.06,3.34,9.30%,2.6,0.83,1.24%,Mar 26/b,54.40%,0.83,31.10%,25.00%,2.6,23.00%,55.40%,29.30%,394.03K,37.32M,7.34%,1.30%,-3.52%,99.80%,-0.95%,37.98M,6.95,-15.39%,-21.59%,-12.69%,-6.26%,-13.77%,-0.95%,3.4,0.79,8.01%,13.00%,-25.30%,18.72%,20.58,0.95,-0.61%,43.89,-9.31%,-14.49%,-15.54%,0.79%,5.66
4,FUL,4.24%,25-Mar,1,Basic Materials,1.38B,0.017242977,0.004306582,0.056116765,0.181442443,0.101183491,3-Hold ,BUY,,D,H.B. Fuller Company,Specialty Chemicals,USA,10.71,27.45,"394,912",Today After Market EPS,10.90%,15.41%,21.00%,-38.70%,7.22,1.13,12.28,7.89,0.48,0.98,6.60%,1.9,1.62,2.37%,Mar 25/a,27.90%,1.55,8.40%,4.50%,1.3,3.20%,11.10%,6.10%,441.63K,51.01M,5.36%,0.70%,-26.05%,,5.28%,51.09M,6.19,-43.40%,-41.03%,-47.38%,-0.63%,-47.68%,-43.25%,2.4,2.47,8.29%,13.62%,-47.14%,16.98%,2.89,1.53,0.30%,34.03,-18.15%,-39.96%,-34.65%,2.37%,4.24
5,GIII,22.06%,25-Mar,1,Consumer Goods,192.59M,0.281613471,0.000343205,0.039931135,0.041931146,0.038521021,5-Strong Sell ,BUY,,D,"G-III Apparel Group, Ltd.",Textile - Apparel Clothing,USA,2.33,7.33,"797,360",Tomorrow Before Market EPS,5.40%,10.03%,8.20%,95.70%,2.32,0.26,3.45,9.13,0.06,0.43,12.40%,2.4,0.54,,Mar 26/b,35.50%,0.54,7.50%,4.50%,1.5,5.50%,11.80%,11.70%,830.45K,,,8.90%,-0.19%,,-0.30%,28.28M,8.39,-72.53%,-72.79%,-79.05%,-6.97%,-79.67%,-82.12%,2.3,2.59,24.02%,58.39%,-83.49%,145.27%,2.16,2.5,1.17%,28.98,-51.69%,-72.03%,-68.31%,5.37%,22.06
1,GRTS,-3.04%,25-Mar,1,Healthcare,220.27M,0.1795827,0.003154358,0.037133262,0.021276395,0.018568657,3-Hold ,BUY,,C,"Gritstone Oncology, Inc.",Biotechnology,USA,,6.4,"24,661",Tomorrow Before Market EPS,,-11.40%,,-26.80%,,1.64,1.72,,50.06,,,6.7,0,,Mar 26/b,,0,,,6.7,-47.40%,-62.40%,-72.90%,159.27K,33.25M,10.36%,10.07%,0.00%,78.50%,3.73%,35.93M,21.63,-35.13%,-33.59%,-20.90%,-0.49%,-31.66%,-43.92%,1.9,0.41,12.03%,14.49%,-59.85%,17.65%,0.8,,3.43%,42.84,-10.04%,-29.83%,-26.26%,0.95%,-3.04
4,HTGM,4.94%,25-Mar,1,Healthcare,21.14M,0.015898524,0.000439545,0.007902948,0.004909636,-0.022166651,3-Hold ,BUY,,D,"HTG Molecular Diagnostics, Inc.",Medical Laboratories & Research,USA,,0.33,"347,314",Today After Market EPS,,34.50%,22.30%,66.60%,,0.39,0.56,,0.96,,57.20%,5.2,0.56,,Mar 25/a,60.40%,0.47,-75.70%,-77.00%,5.1,-41.00%,-88.60%,-43.00%,754.37K,53.52M,4.05%,12.10%,-0.08%,46.90%,-11.31%,60.40M,2.87,-55.56%,-42.23%,-50.95%,-9.30%,-50.14%,-86.69%,1.7,1.24,21.39%,20.02%,-89.63%,12.00%,0.07,1.51,-10.57%,28.92,-21.79%,-62.74%,-37.16%,7.32%,4.94
0,HYRE,-11.58%,25-Mar,1,Services,30.08M,0.045825356,0.003500514,0.000298988,0.004170124,-0.069427719,3-Hold ,BUY,,D,HyreCar Inc.,Rental & Leasing Services,USA,,2.17,"54,199",Today After Market EPS,,45.30%,,-209.00%,,2.66,2.3,,2.13,,,6,0,,Mar 25/a,58.70%,0,-71.90%,-70.90%,6,-117.30%,-157.00%,-169.60%,197.66K,12.70M,9.61%,7.00%,1.03%,34.70%,8.83%,14.89M,6.17,-27.08%,-46.28%,-17.55%,8.02%,-23.19%,-69.53%,1.7,0.73,20.58%,24.66%,-72.36%,44.65%,0.43,,1.98%,43.79,-9.25%,-26.21%,-25.78%,5.33%,-11.58
0,INOD,-7.95%,25-Mar,1,Technology,20.90M,0.326371365,0.013701509,0.003491035,0.00185798,0.00185798,,,,C,Innodata Inc.,Information Technology Services,USA,,0.88,"1,908",Tomorrow Before Market EPS,20.00%,,-10.00%,-535.60%,,0.81,1.92,6.74,0.37,,-1.10%,1.6,0.21,,Mar 26/b,33.20%,0.17,-1.00%,-2.90%,1.6,-3.10%,-5.50%,-5.10%,20.04K,21.96M,0.03%,11.80%,-33.82%,14.00%,-3.90%,25.18M,0.34,-35.16%,-30.08%,-31.40%,-17.82%,-27.19%,-41.96%,,0.67,6.86%,11.16%,-39.31%,17.33%,0.07,0.81,5.00%,35.25,-15.25%,-26.02%,-21.15%,0.98%,-7.95
1,INUV,-4.43%,25-Mar,1,Services,12.65M,0.015642578,0.00029645,0.000463841,0.005962524,0.005055613,,BUY,,D,"Inuvo, Inc.",Marketing Services,USA,,0.24,"188,841",Today After Market EPS,30.00%,,123.61%,-17.40%,,0.93,18.08,,0.21,,5.90%,0.5,0.32,,Mar 25/a,58.10%,0,-8.70%,-9.70%,0.5,-20.20%,-60.10%,-38.00%,477.62K,38.14M,0.55%,4.80%,161.90%,39.20%,-0.66%,50.59M,0.44,-8.56%,-12.67%,-11.63%,43.90%,-15.42%,-79.99%,2,1.06,23.43%,28.00%,-86.29%,159.18%,0.04,1.45,-13.03%,51.09,5.34%,-20.56%,-14.52%,10.34%,-4.43
4,KB,5.39%,25-Mar,1,Financial,10.84B,0.04862119,0.000324361,0.007661466,0.007661466,0.049163993,3-Hold ,STRONG BUY,,C,KB Financial Group Inc.,Foreign Regional Banks,South Korea,3.59,25.74,"56,336",Tomorrow Before Market EPS,4.90%,4.97%,18.40%,9.30%,3.25,0.3,0.17,1.54,0.93,0.73,4.70%,,1.97,7.00%,Mar 26/b,,1.97,58.50%,22.70%,,0.70%,8.80%,6.40%,250.33K,408.06M,0.11%,12.60%,0.00%,7.00%,-2.02%,451.92M,1.81,-34.61%,-24.56%,-42.76%,-2.20%,-42.01%,-34.09%,,0.61,4.91%,7.24%,-39.77%,23.46%,1.86,1.19,6.25%,42.18,-7.47%,-28.65%,-23.23%,1.37%,5.39
3,KIQ,2.00%,25-Mar,1,Services,22.10M,0.061500414,-0.011171055,0.005456414,0.003638615,0.002383788,,,,B,Kelso Technologies Inc.,Railroads,Canada,6.69,0.49,895,Tomorrow Before Market EPS,,,,,,1.87,,,1.08,,,,,,Mar 26/b,,,,,,,,,44.60K,45.10M,0.47%,,,,,47.17M,4.77,-40.87%,-41.42%,-39.14%,-14.80%,-35.20%,-39.88%,,0.05,11.60%,13.25%,-70.24%,9.12%,0.07,,-0.55%,30.61,-23.13%,-43.78%,-31.40%,6.01%,2
3,LIQT,2.27%,25-Mar,1,Industrial Goods,69.23M,0.008289138,0.000977937,0.001530586,0.001328131,-0.073086715,3-Hold ,BUY,,C,"LiqTech International, Inc.",Pollution & Treatment Controls,Denmark,,3.65,"29,238",Tomorrow Before Market EPS,25.00%,2333.33%,20.90%,44.30%,9.97,3.19,,,2.36,,-0.90%,2.7,0,,Mar 26/b,20.30%,0,-3.10%,-0.90%,2.2,-1.00%,-1.60%,-48.50%,202.99K,17.51M,13.33%,1.10%,-31.79%,48.50%,9.93%,19.02M,11.5,-53.57%,-39.33%,-30.00%,4.00%,-37.78%,-56.87%,1.7,0.4,12.36%,13.99%,-66.23%,22.37%,0.47,1.37,1.65%,36.76,-10.57%,-48.08%,-34.84%,-2.43%,2.27
1,MKD,-3.85%,25-Mar,1,Basic Materials,197.71M,0.430832785,0.000625126,0.00123221,0.00123221,0.00123221,,,,,Molecular Data Inc.,Chemicals - Major Diversified,China,,2.17,867,Today After Market EPS,,,,-136.20%,,,38.02,,0.11,,,1,,,Mar 25/a,0.80%,,-2.50%,-2.50%,1,-85.20%,308.60%,-163.20%,90.29K,3.83M,0.18%,,,0.60%,11.83%,100.87M,0.08,,-42.18%,,19.37%,-59.00%,,,0.03,27.75%,10.24%,-81.76%,280.70%,0.32,,0.51%,43.9,-5.12%,-34.58%,-29.78%,10.15%,-3.85
4,MU,5.79%,25-Mar,1,Technology,45.95B,0.147366151,0.00123422,0.064277694,-0.065804606,-0.041899234,3-Hold ,BUY,,B,"Micron Technology, Inc.",Semiconductor- Memory Chips,USA,14.21,43.19,"22,439,204",Today After Market EPS,-8.60%,138.39%,16.80%,-51.50%,7.84,1.31,6.06,33.61,2.23,,7.40%,2.6,0.15,,Mar 25/a,36.10%,0.14,18.30%,17.00%,1.8,7.30%,9.90%,15.00%,27.58M,1.06B,2.63%,0.20%,-4.56%,81.40%,0.82%,1.06B,1.01,-12.76%,-21.34%,-21.41%,15.76%,-19.54%,6.71%,2.1,2.25,8.93%,10.90%,-29.24%,39.08%,4.2,1.78,0.81%,46.68,-4.02%,-8.59%,-17.16%,-0.75%,5.79
2,OBAS,0.00%,25-Mar,1,Financial,56.75M,-0.026411177,,0.004440582,0.004440582,0.010431356,,,,B,Optibase Ltd.,Property Management,Israel,,11,"5,802",Tomorrow Before Market EPS,,,,,,1.08,,,3.5,,,,,,Mar 26/b,,,,,,,,,2.71K,0.91M,0.04%,81.60%,0.00%,0.21%,,5.22M,0.14,6.15%,-7.80%,-12.89%,-4.06%,-6.21%,19.66%,,5.72,5.34%,4.65%,-15.37%,20.31%,0.76,,-3.63%,47.62,-1.41%,1.35%,-3.37%,4.94%,0
4,OCX,4.52%,25-Mar,1,Healthcare,98.69M,-0.117214561,,0.014351126,0.011933968,0.008933868,3-Hold ,BUY,,B,OncoCyte Corporation,Biotechnology,USA,,2,"59,588",Today After Market EPS,,-2.60%,10.80%,35.10%,,3.59,4.98,,,,,6.7,0.03,,Mar 25/a,,0,,,6.7,-62.40%,-72.70%,,271.61K,41.73M,3.10%,10.90%,92.24%,41.90%,24.83%,49.10M,4.76,-7.80%,-23.57%,-1.47%,4.15%,-10.67%,-42.90%,1.8,0.59,12.60%,13.52%,-64.46%,32.67%,0.25,3.14,0.50%,43.41,-5.89%,-8.65%,-19.31%,-1.49%,4.52
5,PAYS,8.12%,25-Mar,1,Services,205.22M,0.305891218,0.001150941,0.002282853,0.007699295,-0.005429434,3-Hold ,BUY,,B,"PaySign, Inc.",Business Services,USA,40,4.85,"390,243",Today After Market EPS,,44.21%,25.80%,24.00%,16.2,12.69,25.65,7.15,6.45,,30.00%,1.4,0,,Mar 25/a,55.60%,0,11.80%,12.80%,1.4,8.40%,32.80%,27.20%,606.29K,26.74M,39.26%,37.10%,0.00%,31.60%,-0.52%,46.22M,17.31,-59.34%,-49.57%,-55.95%,0.45%,-56.26%,-42.11%,1.8,1.73,17.00%,16.98%,-73.97%,33.88%,0.9,1.54,-2.25%,34.32,-25.35%,-55.44%,-40.59%,11.98%,8.12
